11/30	3:01	（日本時間）政府専用機でアメリカ・フロリダのマイアミ国際空港発	
11/30	11:14	（日本時間）アルゼンチン・ブエノスアイレスのエセイサ国際空港着　その後、ブエノスアイレスの「エンペラドール・ホテル・ブエノスアイレス」着　そのまま宿泊
11/30	22:58	（日本時間）複合施設「コスタ・サルゲロ」で、主要２０か国の首脳らが参加するＧ２０サミットの関連会議に出席（～24:08）※時間は官邸報道室などで確認
11/29	9:23	東京・富ヶ谷の私邸発	
11/29	9:45	羽田空港着　記者団に対し、外遊先で行われる予定のプーチン大統領との会談について、「１９５６年の日ソ共同宣言を基礎として平和条約交渉を加速させるとの先の合意を踏まえ、平和条約交渉についてじっくりと話をしながら、交渉の進展に弾みをつける会談にしていきたい」と述べる
11/29	10:23	主要２０か国の首脳らが集まるＧ２０サミットに出席するため政府専用機で羽田空港発	
11/29	23:48	（日本時間）政府専用機の給油のためアメリカのマイアミ国際空港着	

11/28	8:31	公邸発	
11/28	8:50	東京・高輪の「グランドプリンスホテル新高輪」着　世界各国のオリンピック委員会の代表が集まる総会に出席し挨拶	
11/28	9:07	ホテル発	
11/28	9:24	官邸着	
11/28	9:33	世耕経済産業大臣、資源エネルギー庁の高橋泰三長官と面会（～09:59）	
11/28	10:00	江藤拓総理大臣補佐官と面会（～10:07）	
11/28	10:08	外務省の秋葉剛男事務次官、森健良外務審議官、金杉憲治アジア大洋州局長と面会（～10:42）	
11/28	10:43	外務省の森外務審議官、山崎和之外務審議官、冨田浩司特命全権大使と面会（～11:05）	
11/28	11:06	外務省の中前隆博中南米局長、農林水産省の松島浩道農林水産審議官、経済産業省の寺澤達也経済産業審議官が加わり面会（～11:16）	
11/28	11:17	中国経済連合会の表敬を受ける（～11:25）	
11/28	11:42	官邸発	
11/28	11:55	渋谷のNHKホール着　全国町村長大会に出席し挨拶	
11/28	12:19	NHKホール発	
11/28	12:34	官邸着	
11/28	13:13	沖縄県の玉城デニー知事と会談（～13:32）	
11/28	13:33	自民党東京都連の鴨下一郎会長らと面会（～13:47）	
11/28	13:48	麻生副総理兼財務大臣、財務省の岡本薫明事務次官、太田充主計局長と面会（～14:14）	
11/28	14:15	麻生副総理兼財務大臣と面会（～14:17）	
11/28	14:33	総務省の吉田眞人国際戦略局長、外務省の森外務審議官、山崎外務審議官、梨田和也国際協力局長、鈴木秀生地球規模課題審議官、財務省の武内良樹国際局長、経済産業省の寺澤経済産業審議官と勉強会（～14:48）	
11/28	14:49	谷内正太郎国家安全保障局長、外務省の秋葉事務次官、森外務審議官と面会（～15:18）	
11/28	16:12	官邸発	
11/28	16:13	国会着	
11/28	16:15	参議院議長応接室に入る	
11/28	16:19	参議院議長応接室を出る	
11/28	16:20	参議院本会議場に入り、本会議に出席	
11/28	18:29	参議院本会議が散会し、本会議場を出る	
11/28	18:31	国会発	
11/28	18:33	官邸着	
11/28	18:45	北村滋内閣情報官と面会（～19:00）	
11/28	19:13	官邸発	
11/28	19:19	赤坂の料亭「つる中」着　自民党の参議院議員や評論家の金美齢氏らと会食	夕食
11/28	20:55	料亭発	
11/28	21:12	東京・富ヶ谷の私邸着
11/27	7:51	東京・富ヶ谷の私邸発	
11/27	8:02	官邸着	
11/27	8:14	閣議（～8:32）	
11/27	8:34	重要インフラの緊急点検に関する関係閣僚会議に出席　「近年災害が激甚化する中、国民の命を守る防災、減災、国土強じん化を進めることは重要かつ喫緊の課題だ」と述べる	
11/27	8:55	外務省の鈴木量博北米局長、防衛省の槌道明宏防衛政策局長と面会（～9:10）	
11/27	10:10	官邸発	
11/27	10:20	東京・市谷本村町の防衛省着	
11/27	10:36	陸上自衛隊のヘリコプターで防衛省発	
11/27	10:50	千葉県船橋市の陸上自衛隊習志野演習場着　ヨルダンのアブドラ国王と訓練を視察	
11/27	11:43	陸上自衛隊のヘリコプターで習志野演習場発	
11/27	11:57	防衛省着	
11/27	12:06	防衛省発	
11/27	12:14	官邸着	
11/27	12:32	新党大地の鈴木宗男代表と面会（～13:08）	
11/27	13:26	公明党の山口代表と面会（～14:06）	
11/27	14:10	谷内正太郎国家安全保障局長、外務省の秋葉剛男事務次官、森健良外務審議官と面会（～14:51）	
11/27	14:52	ＴＰＰ等政府対策本部の梅本和義首席交渉官、外務省の秋葉事務次官、森外務審議官、山﨑和之外務審議官、金杉憲治アジア大洋州局長、鈴木北米局長、財務省の武内良樹国際局長、防衛省の真部朗防衛審議官と面会（～15:23）	
11/27	15:24	防衛省の高橋憲一事務次官と面会（～15:34）	
11/27	15:36	官邸発	
11/27	15:38	国会着	
11/27	15:39	衆議院本会議場に入る	
11/27	16:10	衆議院本会議場を出る	
11/27	16:11	国会発	
11/27	16:14	官邸着	
11/27	16:18	北村滋内閣情報官、自衛隊の河野克俊統合幕僚長と面会（～16:31）	
11/27	16:58	農林水産業・地域の活力創造本部に出席	
11/27	17:44	ヨルダンのアブドラ国王を出迎え、記念撮影	
11/27	17:45	自衛隊の儀じょう隊による栄誉礼・儀じょう（～17:51）	
11/27	17:55	アブドラ国王と首脳会談（～18:45）	
11/27	18:47	署名式、共同記者発表（～18:59）	
11/27	19:00	官邸発	
