6/30	2:33	（日本時間）同空港発
6/30	16:45	ドイツでのG７サミット　スペインでのNATO首脳会議への出席を終え　政府専用機で羽田空港着
	17:24	皇居着　帰国の記帳
	17:34	皇居発
	17:44	公邸着
6/29	2:10	（日本時間）スペイン・マドリードのバラハス空港着
	2:48	（日本時間）王宮でスペイン国王のフェリペ６世主催の夕食会。スロバキアのチャプトバ大統領と会話。オーストラリアのアルバニージー首相と会話。韓国の尹錫悦大統領と会話。マドリードのホテル「マドリード・エディション」で宿泊
	17:40	（日本時間）マドリードの「ＡＣホテル・マリオット」でアメリカのシャヒーン上院議員らと面会（～18:05）
	18:11	（日本時間）スウェーデンのアンデション首相と会談（～18:36）
	19:08	（日本時間）韓国の尹大統領、オーストラリアのアルバニージー首相、ニュージーランドのアーダーン首相と４カ国首脳会合（～20:03）
	20:58	（日本時間）マドリードのイベント会場「ＩＦＥＭＡ」でスペインのサンチェス首相と会談（～21:27）
	21:33	（日本時間）アメリカのバイデン大統領、韓国の尹大統領と会談（～21:56）
	22:06	（日本時間）北大西洋条約機構（ＮＡＴＯ）のストルテンベルグ事務総長と会談（～22:21）
	22:37	（日本時間）ＮＡＴＯ首脳会議の出席者らと写真撮影（～22:40）
	22:47	（日本時間）ＮＡＴＯ首脳会議のパートナー国会合（～01:29）スペイン・マドリードのバラハス空港で同行記者団のインタビュー
6/28	1:27	(日本時間)　南アフリカのラマポーザ大統領と会談(～2:06)
	2:11	(日本時間)　文化行事(～2:55)
	16:01	(日本時間)　イギリスのジョンソン首相と会談(～16:33)
	16:38	(日本時間)　EU=ヨーロッパ連合のフォンデアライエン委員長と会談(～17:05)
	17:47	(日本時間)　セッション7　多国間主義、デジタル、G20=主要20か国について(～18:51)　G7サミット閉幕
	22:00	(日本時間)　内外記者会見(～22:30)
	23:37	(日本時間)　政府専用機でミュンヘン国際空港を出発

6/27	0:15	（以下、日本時間）ドイツ南部のエルマウにてＧ７サミット出席　インフラ投資に関するサイドイベント（～0:46）
	0:50	フランスのマクロン大統領と会談（～1:27)
	1:33	セッション３　外交安全保障について　ワーキングディナー形式で（～3:37)
	3:48	文化行事（～4:37) エルマウ城に宿泊
	16:00	ＥＵのミシェル大統領と会談（～16:30)
	17:08	セッション４　ウクライナのゼレンスキー大統領がオンライン参加　ウクライナ情勢について（～18:56) カナダのトルドー首相と会談 アメリカのバイデン大統領と会談
	19:31	集合写真（～19:33)
	19:35	セッション５　気候、エネルギー、保健について　ワーキングランチ形式で（～21:30)
	21:41	セネガルのサル大統領と会談(～22:10) 南アフリカのラマポーザ大統領と会談
	22:53	セッション６　食料安全保障、ジェンダー平等について（～24:45)
6/26	0:15	先進７カ国首脳会議（Ｇ７サミット）出席のため、政府専用機でドイツに向け出発
6/26	14:44	（以下、日本時間）政府専用機でドイツのミュンヘン国際空港。ヘリコプターでドイツ南部バイエルン州のエルマウ城。
	19:16	ドイツのショルツ首相による歓迎と写真撮影（～19:17）
	19:30	先進７か国首脳会議（Ｇ７サミット）開幕。首脳討議。（～21:31）
	21:37	写真撮影（～21:39）
	22:18	首脳討議（～23:27）
	23:36	ショルツ氏と会談（～0:01）

6/25	7:58	公邸発
	8:15	JR新宿駅着
	8:30	かいじ７号で同駅発
