1/31	8:24	徒歩で公邸発
	8:25	官邸着
	8:30	村井英樹官房副長官と面会（～10:44）
	12:51	官邸発
	12:52	国会着
	12:53	衆院議長応接室入る
	13:00	同室出る、衆院本会議場入る
	13:02	衆院本会議開会
	15:41	衆院本会議散会、衆院本会議場出る
	15:42	国会発
	15:44	官邸着
	17:30	「水戸の梅まつり」「筑波山梅まつり」関係者の表敬（～17:43）
	17:53	福本茂伸内閣官房拉致問題対策本部事務局長と面会（～18:03）
	18:15	西田昭二総務政務官、尾崎正直国土交通・内閣府・復興政務官に辞令交付、記念撮影（～18:18）
	18:41	森屋宏官房副長官と面会（～18:59）
	19:00	村井、森屋両官房副長官と面会（～19:25）
	19:29	報道各社のインタビュー開始
	19:31	インタビュー終了、徒歩で官邸発
	19:32	公邸着
1/30	8:52	徒歩で公邸発
	8:53	官邸着
	9:02	閣議(～9:11)
	9:18	経済安全保障推進会議(～9:29)
	12:51	官邸発
	12:52	国会着
	12:54	衆院議長応接室入る
	13:00	同室出る。衆院本会議場入る
	13:02	衆院本会議開会。施政方針演説
	14:38	衆院本会議散会。衆院本会場出る
	14:43	参院議長応接室入る
	14:52	同室出る。参院本会議場入る
	14:56	参院本会議開会。施政方針演説
	16:29	参院本会議散会
	16:30	参院本会議場出る
	16:32	国会発
	16:34	官邸着
	17:12	秋葉剛男国家安全保障局長、原和也内閣情報官と面会（～17:26)
	17:27	原内閣情報官と面会（～17:33)
	17:43	ウクライナ経済復興推進準備会議に出席し、あいさつ(～17:52)
	18:00	秋葉国家安全保障局長、外務省の岡野正敬事務次官、鯰博行アジア大洋州局長と面会（～18:20)
	18:21	秋葉国家安全保障局長、外務省の岡野事務次官、中村亮南部アジア部長と面会(～18:34)
	19:02	米国ユダヤ人委員会の表敬(～19:20)
	19:30	徒歩で官邸発
	19:31	公邸着

1/29	8:05	徒歩で公邸発
	8:06	官邸着
	8:09	村井英樹、森屋宏両官房副長官と面会（～08:37）
	8:46	官邸発
	8:47	国会着
	8:50	衆院第１委員室入る
	8:59	衆院予算委員会開会
	12:05	衆院予算委散会
	12:06	松本剛明総務大臣と面会（～12:07）
	12:08	同室出る
	12:10	院内大臣室入る
	12:11	森屋官房副長官と面会（～12:15）
	12:47	同室出る
	12:51	参院第１委員会室入る
	12:54	松本総務大臣、鈴木俊一財務大臣と面会（～12:57）
	13:22	参院予算委開会
	16:43	参院予算委散会
	16:44	同室出る
	16:46	国会発
	16:48	官邸着
	17:02	官邸発
	17:03	国会着
	17:04	自民党総裁室入る
	17:06	党役員会（～17:17）
	17:18	同党の麻生太郎副総裁、茂木敏充幹事長と面会（～17:25）
	17:26	同室出る
	17:27	国会発
	17:29	官邸着
	18:53	徒歩で官邸発
	18:54	公邸着
1/25	9:53	公邸発
	10:00	東京・紀尾井町のホテルニューオータニ着。「ヘアサロン大野」で散髪
	11:40	同所発
	11:47	公邸着
	13:02	村井英樹官房副長官（～13:55）
	13:56	村井、森屋宏官房副長官（～16:17）
	16:18	村井官房副長官（～18:20）
	18:21	村井、森屋両官房副長官（～19:53）
	19:54	森屋官房副長官（～20:01）
1/27	9:00	終日、公邸で過ごす

1/26	8:19	徒歩で公邸発
	8:20	官邸着
	8:28	認知症施策推進本部（～08:35）
	8:36	林芳正官房長官と面会（～08:39）
	8:42	閣議（～09:27）
	10:16	官邸発
	10:19	自民党本部着
	10:20	麻生太郎同党副総裁と面会（～10:45）
	10:46	茂木敏充同党幹事長と面会（～11:06）
	11:27	同所発
	11:29	国会着
	11:30	第１４控室入る
	11:31	同党両院議員総会（～11:37）
	11:41	同党代議士会（～11:43）
	11:44	麻生同党副総裁と面会（～11:46）
	11:47	同党の麻生副総裁、茂木幹事長と面会（～11:49）
	11:50	同室出る
	11:53	衆院本会議場入る
	11:59	高市早苗経済安全保障担当大臣と面会（～12:01）
	12:02	衆院本会議開会
	12:03	能登半島地震を受け、黙とう（～12:04）
	12:12	衆院本会議散会。衆院本会議場出る
	12:14	衆院議長室入る。衆院の額賀福志郎議長、山口俊一議院運営委員長にあいさつ。林、村井英樹正副官房長官同席
	12:16	"同室出る。衆院副議長応接室入る。海江田万里衆院
副議長にあいさつ。林、村井正副官房長官同席"
	12:17	同室出る
	12:19	参院議長室入る。参院の尾辻秀久議長、浅尾慶一郎議院運営委員長にあいさつ。林、森屋宏正副官房長官同席
	12:20	同室出る。参院副議長応接室入る。長浜博行参院副議長にあいさつ。林、森屋正副官房長官同席。同室出る
	12:22	院内大臣室入る
	12:51	同室出る
	12:52	参院本会議場入る
	12:54	戸倉三郎最高裁長官と面会（～12:59）
	13:01	第２１３通常国会開会式（～13:08）
	13:10	参院本会議場出る
	13:12	国会発
	13:14	官邸着
	14:31	新聞・通信各社の論説委員らと懇談（～14:56）
	14:57	在京民放各社の解説委員らと懇談（～15:33）
	15:34	内閣記者会加盟報道各社のキャップと懇談（～15:57）
	16:00	外務省の岡野正敬事務次官、中込正志欧州局長と面会（～16:16）
	16:17	外務省の岡野事務次官、石瀬素行国際情報統括官と面会（～16:27）
	16:43	内堀雅雄福島県知事らから「あんぽ柿」の贈呈（～16:54）
	17:02	原和也内閣情報官と面会（～17:19）
	18:02	河野太郎デジタル大臣と面会（～18:10）
	18:24	徒歩で官邸発
	18:25	公邸着
1/25	9:16	徒歩で公邸発
	9:17	官邸着
	9:22	超党派の「日華議員懇談会」の古屋圭司会長、金子恭之幹事長代行と面会（～９:48）
	9:49	林芳正、村井英樹、森屋宏、栗生俊一正副官房長官、武見敬三厚生労働大臣、河野太郎デジタル大臣、藤井健志官房副長官補、二宮清治デジタル審議官、厚労省の大島一博事務次官、伊原和人保険局長と面会（～10:20）
	10:21	高市早苗経済安全保障担当大臣、藤井官房副長官補、飯田陽一内閣府政策統括官と面会（～10:37）
	10:38	高市経済安全保障担当大臣と面会（～10:39）
	10:40	日本台湾交流協会の大橋光夫会長、谷崎泰明理事長と面会（～11:06）
	11:35	神田真人財務官と面会（～11:47）
	11:50	政府税制調査会（～12:00）
	13:58	官邸発
	14:02	自民党本部着
	14:03	党臨時総務会（～15:15）
	15:20	同所発
	15:23	官邸着
	16:24	林、村井、森屋、栗生正副官房長官、松村祥史防災担当大臣、村田隆内閣危機管理監、藤井官房副長官補、森昌文首相補佐官、高橋謙司内閣府政策統括官、矢野和彦文部科学省初等中等教育局長、榊真一国土交通審議官と面会（～16:55）
	17:06	能登半島地震非常災害対策本部会議（～17:21）
	17:22	斉藤鉄夫国交大臣と立ち話（～17:25）
	17:46	報道各社のインタビュー（～18:04）
	18:05	月例経済報告関係閣僚会議（～18:19）
	18:52	徒歩で官邸発
	18:53	公邸着
1/24	6:10	村井英樹官房副長官と面会（～07:26）
	7:27	徒歩で公邸発
	7:28	官邸着
	7:35	村井官房副長官と面会（～07:57）
	7:58	森屋宏官房副長官と面会（～08:38）
	8:47	官邸発
	8:48	国会着
	8:50	衆院第１委員室入る
	8:57	衆院予算委員会開会
	11:36	衆院予算委散会
	11:37	同室出る
	11:40	院内大臣室入る
	11:41	森屋官房副長官と面会（～12:05）
	12:43	同室出る
	12:45	参院第１委員会室入る
	12:50	鈴木俊一財務相と面会（～12:51）
	13:04	参院予算委開会
	15:48	参院予算委散会
	15:49	同室出る
	15:51	国会発
	15:53	官邸着
	16:07	米議会「日本研究グループ」のデゲット下院議員らの表敬、記念撮影（～16:35）
