8/31	9:25	東京・富ヶ谷の私邸発
	9:41	官邸着
	10:02	アメリカのトランプ大統領と電話会談（～10:34）
	10:35	北村滋国家安全保障局長と面会、今井尚哉総理大臣補佐官、外務省の秋葉剛男事務次官と面会（～10:43）
	11:34	自民党の岸田文雄政務調査会長と面会（～11:57）
	12:49	山口県の柳居俊学県議会議長、萩市の藤道健二市長と面会（～12:59）
	14:05	防衛省の島田和久事務次官と面会（～14:20）
	16:00	ロシアのプーチン大統領と電話会談（～16:26）
	16:27	自民党の稲田朋美幹事長代行と面会（～16:59）
	17:00	西村明宏官房副長官、北村国家安全保障局長、藤井健志官房副長官補、和泉洋人総理大臣補佐官、長谷川榮一総理大臣補佐官、今井総理大臣補佐官、新型コロナウイルス感染症対策推進室の樽見英樹室長、外務省の秋葉事務次官、厚生労働省の福島靖正医務技監、経済産業省の飯田陽一貿易経済協力局長と面会（～17:20）
	17:37	官邸発
	18:03	私邸着
8/30	9:00	終日来客なく、東京・富ヶ谷の私邸で過ごす
8/29	9:00	終日来客なく、東京・富ヶ谷の私邸で過ごす
8/28	9:41	東京・富ヶ谷の私邸発
	9:57	官邸着
	10:05	閣議（～10:19）
	10:22	麻生副総理兼財務大臣、財務省の太田充事務次官、矢野康治主計局長と面会（～10:35）
	10:36	麻生副総理兼財務大臣と面会（～11:11）
	13:03	新型コロナウイルス感染症対策本部に出席　来年前半までに、すべての国民に提供できるワクチンの確保を目指すなどとした今後の取り組みを決める（～13:23）
	13:57	官邸発
	14:00	自民党本部着
	14:02	自民党の二階幹事長、林幹事長代理と面会（～14:12）
	14:18	自民党の森山国会対策委員長と面会（～14:23）
	15:00	自民党の臨時役員会に出席（～15:10）
	15:15	自民党の細田博之元幹事長と面会（～15:25）
	15:27	自民党本部発
	15:28	国会着
	15:30	参議院の第３３控室に入る
	15:30	公明党の山口代表と面会（～15:42）
	15:42	参議院の第３３控室を出る
	15:44	国会発
	15:46	官邸着
	15:50	秋葉総理大臣補佐官と面会（～15:56）
	16:02	臨時閣議に出席（～16:12）
	17:00	記者会見　持病の潰瘍性大腸炎が再発し、国民の負託に自信を持って応えられる状態でなくなったとして、総理大臣を辞任する意向を表明する（～18:01）
	18:05	木原総理大臣補佐官と面会（～18:10）
	18:20	自民党の岸田政務調査会長と面会（～18:27）
	18:35	官邸発
	19:04	私邸着
	10:41	東京・富ヶ谷の私邸発	
	10:54	官邸着	
	11:33	レイモンド米宇宙軍作戦部長の表敬(～11:52)	
	11:53	自民党の下村博文選挙対策委員長と面会(～12:09)	
	14:02	未来投資会議のサプライチェーン・事業再編に関するヒアリング(～15:10)	
	15:20	北村滋国家安全保障局長、瀧澤裕昭内閣情報官、外務省の山田重夫総合外交政策局長、防衛省の岡真臣防衛政策局長、山崎幸二統合幕僚長入る	
	15:41	瀧澤内閣情報官、外務省の山田総合外交政策局長、防衛省の岡防衛政策局長、山崎統合幕僚長が出る	
	15:44	北村国家安全保障局長が出る	
	16:05	国際会議「新型コロナウイルスからの復興と気候変動・環境対策に関する『オンライン・プラットフォーム』閣僚会合」に向けたビデオメッセージ収録(～16:14)	
	16:25	北村国家安全保障局長、今井尚哉総理大臣補佐官、外務省の秋葉剛男事務次官、高橋克彦中東アフリカ局長と面会(～16:44)	
	16:45	北村国家安全保障局長、今井総理大臣補佐官、外務省の秋葉事務次官が入る	
	17:00	北村国家安全保障局長、今井総理大臣補佐官が出る	
	17:01	外務省の秋葉事務次官が出る	
	17:03	月例経済報告関係閣僚会議(～17:19)	
	17:25	西村明宏官房副長官、北村国家安全保障局長、和泉洋人総理大臣補佐官、長谷川榮一総理大臣補佐官、新型コロナウイルス感染症対策推進室の樽見英樹室長、外務省の秋葉事務次官、厚生労働省の福島靖正医務技監と面会(～17:44)	
	17:45	自民党の古屋圭司衆議院議員、北村経夫参議院議員入る	
	17:57	北村参議院議員が出る	
	18:02	古屋衆議院議員が出る	
	18:16	官邸発	
	18:38	私邸着
8/26	10:40	私邸発
	10:56	官邸着
	11:15	木原稔総理大臣補佐官と面会（～11:30）
	13:52	拉致問題対策本部の石川正一郎事務局長と面会（～14:16）
	14:31	岡田官房副長官、北村滋国家安全保障局長、藤井健志官房副長官補、和泉洋人総理大臣補佐官、長谷川榮一総理大臣補佐官、今井尚哉総理大臣補佐官、新型コロナウイルス感染症対策推進室の樽見英樹室長、外務省の秋葉剛男事務次官、厚生労働省の福島靖正医務技監と面会（～14:43）
	15:01	小泉環境大臣、外務省の森美樹夫アフリカ部長、経済産業省の山下隆一産業技術環境局長、環境省の小野洋地球環境局長、鳥居敏男自然環境局長と面会（～15:26）
