1/31	8:00	東京・富ヶ谷の私邸発	
1/31	8:14	官邸着	
1/31	8:21	野上官房副長官と打ち合わせ（～8:38）	
1/31	8:45	西村官房副長官と打ち合わせ(～9:45）	
1/31	9:50	官邸発	
1/31	9:52	国会着	
1/31	9:54	参議院議長応接室に入る	
1/31	9:57	議長応接室を出て、本会議場に入る	
1/31	10:01	参議院本会議に出席	
1/31	11:39	本会議場を出る	
1/31	11:41	国会発	
1/31	11:43	官邸着	
1/31	11:56	福島県の内堀知事や福島県特産の干し柿「あんぽ柿」の生産者らと面会 「あんぽ柿」を試食し、「とろける甘さだ。これで午後の国会も乗り切れる」と述べ、生産者らを激励（～12:05）	
1/31	12:36	官邸発	
1/31	12:46	千代田区役所着　山口県下関市議会議員選挙の不在者投票	
1/31	12:51	千代田区役所発	
1/31	13:04	官邸着	
1/31	13:51	官邸発	
1/31	13:52	国会着	
1/31	13:54	衆議院議長応接室に入る	
1/31	14:00	議長応接室を出て、本会議場に入る	
1/31	14:02	衆議院本会議に出席	
1/31	17:20	本会議場を出る	
1/31	17:21	国会発	
1/31	17:22	官邸着	
1/31	18:38	官邸発	
1/31	18:39	公邸着　そのまま宿泊
1/30	9:42	公邸発	
1/30	9:43	官邸着	
1/30	9:50	西村官房副長官と打ち合わせ（～11:25）	
1/30	11:26	拉致問題対策本部の石川正一郎事務局長と面会（～12:03）	
1/30	12:51	官邸発	
1/30	12:53	国会着	
1/30	12:54	衆議院議長応接室に入る	
1/30	13:01	衆議院議長応接室を出て、衆議院本会議場に入る	
1/30	13:02	衆議院本会議に出席	
1/30	16:05	衆議院本会議が散会し、本会議場を出る	
1/30	16:07	国会発	
1/30	16:08	官邸着	
1/30	16:31	経済財政諮問会議に出席（～17:10）	
1/30	17:11	防衛省の髙橋憲一事務次官と面会（～17:21）	
1/30	18:05	薗浦健太郎総理大臣補佐官と面会（～18:20）	
1/30	18:26	官邸発	
1/30	18:34	東京・赤坂の料亭「赤坂浅田」着　自民党の岸田政務調査会長と会食	夕食
1/30	20:37	「赤坂浅田」発	
1/30	20:55	東京・富ヶ谷の私邸着
1/29	8:53	公邸発	
1/29	8:54	官邸着	
1/29	9:02	閣議（～9:11）	
1/29	9:14	月例経済報告等に関する関係閣僚会議に出席（～9:26）	
1/29	9:40	野上官房副長官と打ち合わせ（～11:04）	
1/29	11:10	山梨県知事選挙で当選した長崎幸太郎元衆議院議員と面会 自民党の林幹雄幹事長代理と森屋宏参議院議員が同席（～11:25）	
1/29	11:26	大塚聖一駐カタール大使、外務省の森健良外務審議官、岡浩中東アフリカ局長、経済産業省の寺澤達也経済産業審議官らと面会（～11:53）	
1/29	11:56	谷内正太郎国家安全保障局長、北村滋内閣情報官、公安調査庁の浦田啓一次長と面会（～11:59）	
1/29	12:00	谷内国家安全保障局長と公安調査庁の浦田次長が出て、北村内閣情報官と面会（～12:09）	
1/29	12:10	谷内国家安全保障局長、外務省の秋葉剛男事務次官と面会（～12:20）	
1/29	12:51	官邸発	
1/29	12:53	国会着	
1/29	12:54	参議院議長応接室に入る	
1/29	12:58	参議院議長応接室を出て、参議院本会議場に入る	
1/29	13:01	参議院本会議開会	
1/29	15:28	参議院本会議場を出る	
1/29	15:30	国会発	
1/29	15:33	官邸着	
1/29	15:42	カタールのタミム首長を迎え、栄誉礼・儀仗（～15:49）	
1/29	15:51	タミム首長と会談（～16:34）	
1/29	16:54	タミム首長と署名式（～17:00）	
1/29	17:02	タミム首長を見送り	
1/29	17:23	官邸発	
1/29	17:28	東京・千代田区の「ホテルニューオータニ」着 国民政治協会主催の「経済界と自民党役員との新年懇談会」に出席	
1/29	18:03	「ホテルニューオータニ」発	
1/29	18:10	官邸着	
1/29	18:23	茂木経済再生担当大臣、内閣府の山崎重孝事務次官、中村昭裕内閣府審議官、多田明弘政策統括官、田和宏政策統括官と面会（～18:33）	
1/29	18:41	官邸発	
1/29	18:42	公邸着 カタールのタミム首長とともに晩餐会出席者の出迎え（～18:49）	夕食
1/29	18:50	晩餐会開始	
1/29	20:00	タミム首長を見送り（～20:05）そのまま公邸泊
1/28	9:27	官邸着　通常国会がきょう開会することについて、記者団に対し「新年度予算案の早期成立を期し、教育の無償化など重要法案の成立を図って、国民の期待に応えていきたい」などと話す	
1/28	9:34	臨時閣議（～9:42）	
1/28	9:43	岩屋防衛大臣、防衛省の高橋憲一事務次官、槌道明宏防衛政策局長と面会（～10:18）	
1/28	11:27	官邸発	
1/28	11:28	国会着	
1/28	11:30	衆議院第１４控室で、自民党の両院議員総会、代議士会に出席（～11:45）	
1/28	11:55	衆議院第１４控室を出て、衆議院本会議場に入る	
1/28	11:57	衆議院本会議場で、公明党の高木陽介国会対策委員長と話す（～11:58）	
1/28	12:00	衆議院本会議場で、自民党の田村憲久政務調査会長代理と話す（～12:01）	
1/28	12:02	衆議院本会議に出席（～12:08）	
1/28	12:09	衆議院本会議が休憩で、本会議場を出る	
1/28	12:11	国会発	
1/28	12:14	官邸着	
1/28	12:37	官邸発	
1/28	12:39	国会着	
1/28	12:40	国会内の総理大臣室に入る（～12:52）	
1/28	12:53	総理大臣室を出て、参議院本会議場に入る	
1/28	13:04	第１９８回通常国会が召集され、開会式に出席（～13:11）	
1/28	13:12	参議院本会議場を出る	
1/28	13:16	国会発	
1/28	13:18	官邸着	
1/28	13:40	官邸発	
1/28	13:42	国会着	
1/28	13:44	衆議院議長室で、大島議長、高市早苗議院運営委員長にあいさつ 菅官房長官、西村官房副長官が同席
1/28	13:46	衆議院副議長室で、赤松副議長にあいさつ 菅官房長官、西村官房副長官が同席	
1/28	13:49	参議院議長室で、伊達議長、末松信介議院運営委員長にあいさつ 菅官房長官、野上官房副長官が同席
1/28	13:50	参議院副議長室で、郡司副議長にあいさつ 菅官房長官、野上官房副長官が同席	
1/28	13:54	衆議院議長応接室に入る	
1/28	14:00	衆議院議長応接室を出て、衆議院本会議場に入る	
1/28	14:02	衆議院本会議が再開され、施政方針演説（～14:52）	
1/28	15:36	衆議院本会議が散会し、本会議場を出る	
1/28	15:40	参議院議長応接室に入る	
1/28	15:47	参議院議長応接室を出て、参議院本会議場に入る	
1/28	15:52	参議院本会議が再開され、施政方針演説（～16:33）	
1/28	17:16	参議院本会議が散会し、本会議場を出る	
1/28	17:18	国会内の自民党総裁室で、党役員会に出席（～17:44）	
1/28	17:44	国会内の自民党総務会長室で、松島みどり広報本部長と面会（～17:45）	
1/28	17:46	国会内の総理大臣室に入り、麻生副総理兼財務大臣、自民党の甘利選挙対策委員長と面会（～18:06）	
1/28	18:07	総理大臣室で、自民党の甘利選挙対策委員長と面会（～18:17）	
1/28	18:18	総理大臣室を出る	
1/28	18:19	国会発	
1/28	18:21	官邸着	
1/28	18:22	東京タワーのライトアップイベントに向けたビデオメッセージを収録（～18:28）	
1/28	18:29	杉山晋輔駐米大使と面会（～18:36）	
1/28	18:40	官邸発	
1/28	18:41	公邸着　衆議院予算委員会の野田聖子委員長や田中和徳与党筆頭理事らと食事（～19:59） 菅官房長官、西村官房副長官が同席 そのまま宿泊　夕食		

1/27	9:00	終日、来客なく東京・富ヶ谷の私邸で過ごす
