"2023-07-31T08:37:00"	"公邸発"
"2023-07-31T09:02:00"	"羽田空港着"
"2023-07-31T09:25:00"	"全日空383便で同空港発"
"2023-07-31T10:23:00"	"米子空港着"
"2023-07-31T10:35:00"	"同空港発"
"2023-07-31T10:56:00"	"鳥取県日吉津村の子育て支援施設「ミライトひえづ」着。視察。利用者らと「こども政策対話」。小倉将信こども政策担当大臣同行"
"2023-07-31T12:36:00"	"同所発"
"2023-07-31T12:49:00"	"同県米子市のＡＮＡクラウンプラザホテル米子着。宴会場「鶯」で鳥取県の平井伸治知事から大雨被害の復旧状況報告。小倉こども政策担当大臣、平井知事らと昼食会 | ○"
"2023-07-31T13:28:00"	"同所発"
"2023-07-31T14:02:00"	"松江市の島根大学着。島根県の丸山達也知事から大雨被害に関する報告。服部泰直学長から視察について説明"
"2023-07-31T14:41:00"	"先端金属素材の研究拠点「次世代たたら協創センター」視察（～14:49)"
"2023-07-31T14:50:00"	"研究成果の事業化に関する講義視察(～15:00)"
"2023-07-31T15:09:00"	"報道各社のインタビュー(～15:19)"
"2023-07-31T15:20:00"	"同所発"
"2023-07-31T15:51:00"	"出雲空港着"
"2023-07-31T16:05:00"	"貴賓室で自民党の三浦靖参議院議員と面会（～16:07)"
"2023-07-31T16:27:00"	"日本航空284便で同空港発"
"2023-07-31T17:36:00"	"羽田空港着"
"2023-07-31T17:51:00"	"同空港発"
"2023-07-31T18:32:00"	"公邸着"
"2023-07-30T09:00:00"	"終日 | 終日、公邸で過ごす"
"2023-07-29T00:00:00"	"終日、公邸で過ごす"
"2023-07-28T09:31:00"	"徒歩で公邸発"
"2023-07-28T09:32:00"	"官邸着"
"2023-07-28T09:43:00"	"国土強じん化推進本部(～9:59)"
"2023-07-28T10:04:00"	"閣議(～10:17)"
"2023-07-28T11:00:00"	"加藤勝信厚生労働大臣、後藤茂之経済再生担当大臣、木原誠二官房副長官、磯崎仁彦官房副長官、藤井健志官房副長官補、内閣官房の中村博治新型コロナウイルス等感染症対策推進室長、厚労省の大島一博事務次官、迫井正深医務技監、榎本健太郎医政局長、大坪寛子健康局長と面会(～11:14)"
"2023-07-28T11:15:00"	"加藤厚労大臣と面会(～11:48)"
"2023-07-28T14:07:00"	"北方少年少女交流事業に参加した北海道根室市立光洋中学校３年の杉村心寧さんらの表敬。岡田直樹沖縄北方担当大臣同席(～14:18)"
"2023-07-28T14:31:00"	"官邸発"
"2023-07-28T15:07:00"	"東京・大田区の複合福祉施設「サンタフェガーデンヒルズ」着。視察。施設職員と意見交換"
"2023-07-28T16:05:00"	"報道各社のインタビュー(～16:11)"
"2023-07-28T16:12:00"	"同所発"
"2023-07-28T16:58:00"	"官邸着"
"2023-07-28T17:06:00"	"秋葉剛男国家安全保障局長、原和也内閣情報官と面会(～17:24)"
"2023-07-28T17:25:00"	"原内閣情報官と面会(～17:27)"
"2023-07-28T17:28:00"	"防衛省の増田和夫事務次官と面会(～17:35)"
"2023-07-28T19:21:00"	"報道各社のインタビュー(～19:24)"
"2023-07-28T19:25:00"	"徒歩で官邸発"
"2023-07-28T19:26:00"	"公邸着"
"2023-07-27T06:49:00"	"公邸発"
"2023-07-27T07:11:00"	"羽田空港着"
"2023-07-27T07:39:00"	"全日空241便で同空港発"
"2023-07-27T08:58:00"	"福岡空港着"
"2023-07-27T09:21:00"	"同空港発"
"2023-07-27T10:48:00"	"福岡県久留米市田主丸町の大雨の被災現場着。視察。武田良太元総務大臣、服部誠太郎知事、原口新五市長ら同行"
"2023-07-27T11:13:00"	"同所発"
