3/31	7:21	公邸発
	7:26	東京　虎ノ門のホテル「The Okura Tokyo」着。フランス料理店「ヌーヴェル・エポック」で経済財政諮問会議の十倉雅和、中空麻奈、新浪剛史、柳川範之各民間議員と会食　山際大志郎経済再生担当相、田和宏内閣府事務次官同席	○
	8:53	同所発
	8:59	官邸着
	9:04	木原誠二官房副長官（～9:57)
	11:35	高橋英登日本歯科医師連盟会長らから要望書受け取り。自民党の山田宏、比嘉奈津美、両参院議員同席(～11:57)
	12:50	官邸発
	12:52	国会着
	12:53	衆議院議長室入る
	13:00	同室出る。衆議院本会議場入る
	13:02	衆議院本会議。開会
	15:10	衆議院本会議。休憩。衆議院本会議場出る
	15:16	衆議院議長応接室入る
	15:21	同室出る。衆議院本会議場入る
	15:23	衆議院本会議。再開
	17:29	衆議院本会議。散会
	17:30	同室出る
	17:31	国会発
	17:32	官邸着
	17:36	堀内詔子ワクチン接種担当大臣（～17:59)
	18:10	松野博一官房長官、木原誠二官房副長官、磯崎仁彦官房副長官、栗生俊一官房副長官、村田隆内閣危機管理監、秋葉剛男国家安全保障局長、滝澤裕昭内閣情報官、外務省の森健良事務次官、宇山秀樹欧州局長、防衛省の増田和夫防衛政策局長
	18:18	出入国在留管理庁の佐々木聖子長官、財務省の神田真人財務官、資源エネルギー庁の保坂伸長官加わる
	18:25	全員出る
	18:27	松野官房長官、木原官房副長官、磯崎官房副長官、栗生官房副長官、藤井健志官房副長官補、森昌文総理大臣補佐官、迫井正深新型コロナウイルス感染症対策推進室長、外務省の安藤俊英領事局長、厚生労働省の吉田学事務次官（～19:05)
	19:11	官邸発
	19:28	東京　恵比寿の「ピーター・ルーガー・ステーキハウス東京」着。山際大志郎経済再生担当大臣、小林鷹之経済安全保障担当大臣、木原官房副長官、自民党の甘利明前幹事長と会食	○
	21:31	同所発
	21:45	公邸着
3/30	9:38	徒歩で公邸発
	9:39	官邸着
	9:43	自民党の福田達夫総務会長と面会（～10:17）
	10:18	自民党の根本匠衆議院予算委員長と面会（～10:29）
	11:25	藤井健志官房副長官補、文部科学省の義本博司事務次官と面会（～11:39）
	11:44	全国管工事業協同組合連合会の藤川幸造会長らと面会（～11:59）
	12:01	日銀の黒田東彦総裁と会食（～13:00）	○
	13:50	自民党の宮本周司参議院議員と面会（～14:00）
	14:01	防衛省の酒井良、山村浩新旧海上幕僚長と面会（～14:11）
	14:20	自衛隊部隊表彰式。岸信夫防衛相同席（～14:29）
	14:41	北海道町村議会議長会の渡部孝樹会長らと面会。渡辺孝一総務政務官同席（～14:51）
	15:10	東京都の小池百合子知事と面会、要望書受け取り（～15:38）
	15:40	鈴木俊一財務大臣、金融庁の中島淳一長官、古沢知之企画市場局長と面会（～15:55）
	15:56	鈴木財務大臣と面会（～16:06）
	16:07	松野博一、木原誠二、磯崎仁彦、栗生俊一正副官房長官、秋葉剛男国家安全保障局長、瀧澤裕昭内閣情報官、外務省の森健良事務次官、宇山秀樹欧州局長、防衛省の大和太郎防衛政策局次長入る
	16:10	財務省の神田真人財務官、資源エネルギー庁の保坂伸長官加わる
	16:20	全員出る
	16:35	教育未来創造会議（～17:27）
	17:45	デジタル臨時行政調査会（～18:30）
	18:47	官邸発
	18:55	東京・六本木の泉ガーデンタワー着、同ビル内の「住友会館」で経団連の十倉雅和会長、隅修三、冨田哲郎、中村邦晴、久保田政一各副会長と会食	○
	21:08	同所発
	21:15	公邸着
3/29	7:51	公邸発
	7:52	官邸着
	8:02	閣議（〜8:23）
	8:31	復興推進会議（〜8:45）
	8:50	松野博一官房長官、秋葉剛男国家安全保障局長、瀧澤裕昭内閣情報官、外務省の山田重夫外務審議官、宇山秀樹欧州局長、防衛省の増田和夫防衛政策局長と面会（〜9:12）
	9:13	松野官房長官、秋葉国家安全保障局長、瀧澤内閣情報官、出入国在留管理庁の佐々木聖子長官、外務省の山田外務審議官、宇山欧州局長、資源エネルギー庁の保坂伸長官、防衛省の増田防衛政策局長と面会（〜9:23）
	10:01	自民党の新藤義孝政調会長代理らと面会。森昌文総理大臣補佐官同席（〜10:28）
	10:29	秋葉国家安全保障局長、瀧澤内閣情報官、宮川正内閣衛星情報センター所長と面会（〜10:44）
	10:45	瀧澤内閣情報官と面会（〜10:55）
	10:56	国民政治協会の大橋光夫代表理事・会長と面会（〜11:26）
	11:33	官邸発
	11:43	皇居着。帰国の記帳
	11:51	皇居発
	11:59	官邸着
	14:09	萩生田光一経済産業大臣、経済産業省の多田明弘事務次官、松尾剛彦通商政策局長と面会（〜14:33）
	14:42	官邸発
	14:45	自民党本部着
	14:55	自民党の麻生太郎副総裁、茂木敏充幹事長と面会（〜15:12）
	15:13	自民党の麻生副総裁、茂木幹事長、遠藤利明選挙対策委員長と面会（〜15:33）
	15:34	同所発
	15:36	官邸着
	16:04	原発事故について考える「ふくしま浜通り高校生会議」のメンバーらから提言書を受け取る。森まさこ総理大臣補佐官同席（〜16:30）
	16:31	秋葉国家安全保障局長、外務省の森健良事務次官、船越健裕アジア大洋州局長と面会（〜16:52）
	16:53	秋葉国家安全保障局長、外務省の森事務次官、小野啓一経済局長と面会（〜17:03）
	17:11	牧島かれんデジタル大臣、小林史明デジタル副大臣、デジタル庁の赤石浩一デジタル審議官、冨安泰一郎戦略・組織グループ長、村上敬亮国民向けサービスグループ長と面会（〜17:35）
	17:51	官邸発
	18:00	東京・紀尾井町の日本料理店「福田家」着。経団連の十倉雅和会長、日本商工会議所の三村明夫会頭、セブン＆アイ・ホールディングスの井阪隆一社長、三菱重工業の宮永俊一会長、三井住友フィナンシャルグループの国部毅会長、三井物産の飯島彰己顧問と会食	○
	20:11	同所発
	20:16	公邸着
3/28	8:20	徒歩で公邸発
	8:21	官邸着
	8:22	二之湯智防災担当大臣、村田隆内閣危機管理監、森昌文総理大臣補佐官、内閣府の榊真一政策統括官と面会（～8:36）
	8:46	官邸発
	8:48	国会着
	8:50	参議院第一委員会室に入る
	8:55	参議院決算委員会開会
	11:54	参議院決算委員会休憩
	11:56	参議院第一委員会室を出る
	11:58	国会発
	12:00	官邸着
	12:51	官邸発
	12:53	国会着
	12:55	参議院第一委員会室に入る
	13:00	参議院決算委員会再開
	17:02	参議院決算委員会途中退席
	17:06	国会発
	17:10	自民党本部着
	17:13	自民党の役員会（～17:31）
	17:32	自民党の麻生太郎副総裁、茂木敏充幹事長、世耕弘成参院幹事長と面会（～17:35）
	17:36	参院石川補選立候補予定者向けのビデオメッセージ収録。自民党の河野太郎広報本部長同席（～17:53）
	17:55	自民党本部発
	17:59	官邸着
	18:00	公明党の石井啓一幹事長、竹内譲政調会長から経済対策に関する提言書受け取り（～18:17）
